6
1
0.0	1.0
60
0.0000000000000000e+00	-2.7376469811071474e+04
1.6666666666666666e-02	-2.7260595829820002e+04
3.3333333333333333e-02	-2.7070979781392107e+04
5.0000000000000003e-02	-2.6808765225260733e+04
6.6666666666666666e-02	-2.6475272933888842e+04
8.3333333333333329e-02	-2.6071991019942707e+04
1.0000000000000001e-01	-2.5600565002866886e+04
1.1666666666666667e-01	-2.5062787894534122e+04
1.3333333333333333e-01	-2.4460590377000251e+04
1.4999999999999999e-01	-2.3796031138363604e+04
1.6666666666666666e-01	-2.3071287425462779e+04
1.8333333333333332e-01	-2.2288645864753937e+04
2.0000000000000001e-01	-2.1450493595284126e+04
2.1666666666666667e-01	-2.0559309750306937e+04
2.3333333333333334e-01	-1.9617657316849065e+04
2.5000000000000000e-01	-1.8628175395495313e+04
2.6666666666666666e-01	-1.7593571875872938e+04
2.8333333333333333e-01	-1.6516616536828988e+04
2.9999999999999999e-01	-1.5400134574144491e+04
3.1666666666666665e-01	-1.4247000552845780e+04
3.3333333333333331e-01	-1.3060132775775366e+04
3.4999999999999998e-01	-1.1842488055089443e+04
3.6666666666666664e-01	-1.0597056868761865e+04
3.8333333333333336e-01	-9.3268588800006091e+03
4.0000000000000002e-01	-8.0349387937204046e+03
4.1666666666666669e-01	-6.7243625208615458e+03
4.3333333333333335e-01	-5.3982136183924049e+03
4.5000000000000001e-01	-4.0595899702759630e+03
4.6666666666666667e-01	-2.7116006725084958e+03
4.8333333333333334e-01	-1.3573630835448303e+03
5.0000000000000000e-01	-7.3464124468081469e-12
5.1666666666666672e-01	1.3573630835448330e+03
5.3333333333333333e-01	2.7116006725084867e+03
5.5000000000000004e-01	4.0595899702759602e+03
5.6666666666666665e-01	5.3982136183924013e+03
5.8333333333333337e-01	6.7243625208615367e+03
5.9999999999999998e-01	8.0349387937204083e+03
6.1666666666666670e-01	9.3268588800006000e+03
6.3333333333333330e-01	1.0597056868761867e+04
6.5000000000000002e-01	1.1842488055089440e+04
6.6666666666666663e-01	1.3060132775775357e+04
6.8333333333333335e-01	1.4247000552845771e+04
6.9999999999999996e-01	1.5400134574144491e+04
7.1666666666666667e-01	1.6516616536828984e+04
7.3333333333333328e-01	1.7593571875872938e+04
7.5000000000000000e-01	1.8628175395495309e+04
7.6666666666666672e-01	1.9617657316849061e+04
7.8333333333333333e-01	2.0559309750306937e+04
8.0000000000000004e-01	2.1450493595284122e+04
8.1666666666666665e-01	2.2288645864753940e+04
8.3333333333333337e-01	2.3071287425462771e+04
8.4999999999999998e-01	2.3796031138363600e+04
8.6666666666666670e-01	2.4460590377000248e+04
8.8333333333333330e-01	2.5062787894534122e+04
9.0000000000000002e-01	2.5600565002866886e+04
9.1666666666666663e-01	2.6071991019942703e+04
9.3333333333333335e-01	2.6475272933888838e+04
9.4999999999999996e-01	2.6808765225260733e+04
9.6666666666666667e-01	2.7070979781392110e+04
9.8333333333333328e-01	2.7260595829820002e+04
1.0000000000000000e+00	2.7376469811071474e+04
